Sexo;Motivo de no buscar empleo;Edad;Periodo;Total
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2025T4;0,7
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2025T3;..
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2025T2;1,5
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2025T1;2,1
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2024T4;..
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2024T3;..
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2024T2;1,6
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2024T1;0,4
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2023T4;..
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2023T3;1,1
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2023T2;0,5
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2023T1;..
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2022T4;0,1
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2022T3;2,6
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2022T2;1,9
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2022T1;4,5
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2021T4;2,8
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2021T3;5
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2021T2;6,1
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2021T1;20,2
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2020T4;7,6
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2020T3;10,2
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2020T2;9,2
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2020T1;3,8
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2019T4;..
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2019T3;1,3
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2019T2;0,2
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2019T1;0,2
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2018T4;0,5
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2018T3;0,3
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2018T2;..
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2018T1;0,5
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2017T4;0,1
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2017T3;0,4
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2017T2;0,3
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2017T1;0,1
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2016T4;0,2
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2016T3;0,2
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2016T2;0,1
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2016T1;0,3
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2015T4;0,9
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2015T3;0,6
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2015T2;0,6
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2015T1;0,5
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2014T4;0,8
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2014T3;..
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2014T2;0,5
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2014T1;1,1
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2013T4;1,4
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2013T3;0,4
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2013T2;1,1
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2013T1;1,7
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2012T4;1,8
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2012T3;1
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2012T2;0,7
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2012T1;0,5
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2011T4;0,2
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2011T3;0,6
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2011T2;1,8
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2011T1;0,8
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2010T4;1
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2010T3;1,1
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2010T2;1,4
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2010T1;1,3
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2009T4;3,2
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2009T3;1,4
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2009T2;1,4
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2009T1;2,5
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2008T4;2,1
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2008T3;0,8
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2008T2;0,5
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2008T1;2,3
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2007T4;0,8
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2007T3;1,8
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2007T2;0,1
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2007T1;..
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2006T4;0,2
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2006T3;0,4
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2006T2;..
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2006T1;0,9
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2005T4;0,8
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2005T3;0,1
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2005T2;0,9
Hombres;Estar afectado por una regulación de empleo;De 40 a 44 años;2005T1;1,4
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2025T4;1,1
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2025T3;0,3
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2025T2;0,5
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2025T1;2,4
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2024T4;1,6
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2024T3;1,4
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2024T2;0,5
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2024T1;0,3
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2023T4;1
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2023T3;1,2
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2023T2;0,5
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2023T1;0,7
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2022T4;0,3
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2022T3;0,2
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2022T2;1,9
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2022T1;1,8
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2021T4;3,9
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2021T3;7,1
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2021T2;15,4
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2021T1;15,3
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2020T4;5
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2020T3;5,9
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2020T2;12,8
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2020T1;3,1
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2019T4;..
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2019T3;..
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2019T2;0,2
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2019T1;..
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2018T4;..
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2018T3;..
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2018T2;0,2
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2018T1;0,8
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2017T4;..
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2017T3;0,6
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2017T2;0,1
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2017T1;..
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2016T4;0,4
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2016T3;1,1
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2016T2;0,2
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2016T1;..
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2015T4;..
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2015T3;0,5
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2015T2;0,3
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2015T1;0,7
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2014T4;0,2
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2014T3;0,1
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2014T2;1,3
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2014T1;1,2
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2013T4;0,9
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2013T3;0,9
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2013T2;1
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2013T1;0,9
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2012T4;0,8
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2012T3;0,4
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2012T2;2,6
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2012T1;1,9
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2011T4;1,3
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2011T3;0,8
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2011T2;1,1
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2011T1;0,7
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2010T4;0,4
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2010T3;1
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2010T2;1,7
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2010T1;1,9
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2009T4;2,3
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2009T3;0,4
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2009T2;1
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2009T1;1,7
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2008T4;1,3
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2008T3;1,2
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2008T2;0,7
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2008T1;0,9
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2007T4;1,3
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2007T3;1
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2007T2;..
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2007T1;0,5
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2006T4;0,8
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2006T3;0,3
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2006T2;0,2
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2006T1;0,6
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2005T4;0,8
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2005T3;0,8
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2005T2;1,2
Hombres;Estar afectado por una regulación de empleo;De 45 a 49 años;2005T1;2,7
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2025T4;0,3
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2025T3;0,6
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2025T2;1,9
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2025T1;1,5
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2024T4;2,5
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2024T3;0,4
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2024T2;0,5
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2024T1;0,9
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2023T4;0,6
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2023T3;1,4
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2023T2;0,6
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2023T1;1,5
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2022T4;1,5
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2022T3;0,5
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2022T2;2,3
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2022T1;4,3
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2021T4;2,9
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2021T3;7,9
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2021T2;5,8
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2021T1;8,8
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2020T4;8,6
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2020T3;5,2
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2020T2;5,9
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2020T1;3,7
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2019T4;0,6
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2019T3;0,2
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2019T2;0,9
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2019T1;..
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2018T4;..
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2018T3;0,4
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2018T2;0,2
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2018T1;0,1
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2017T4;0,6
Hombres;Estar afectado por una regulación de empleo;De 50 a 54 años;2017T3;1,3
